job_id;job_title;salary_usd;salary_currency;salary_local;experience_level;employment_type;company_location;company_size;employee_residence;remote_ratio;required_skills;education_required;years_experience;industry;posting_date;application_deadline;job_description_length;benefits_score;company_name;Exchange_rate.Rate_to_usd;Salary_USD_cONVERT;High salary flag
AI05969;Computer Vision Engineer;115152;USD;115152;SE;PT;Ireland;Kiçik;Ireland;100;Spark, Git, NLP;Əsas ali təhsil;7;Media;15.01.2024;29.02.2024;1179;73;AI Innovations;1;115152;0
AI05972;ML Ops Engineer;129611;USD;129611;SE;PT;Sweden;Kiçik;Sweden;100;AWS, Hadoop, NLP;Bakalavr;8;Real Estate;2.03.2024;23.04.2024;1529;89;Autonomous Tech;1;129611;0
AI06022;AI Architect;142509;USD;142509;SE;CT;Denmark;Kiçik;Denmark;100;Computer Vision, TensorFlow, Mathematics, NLP;Əsas ali təhsil;5;Telecommunications;23.08.2024;30.10.2024;1296;69;Cloud AI Solutions;1;142509;0
AI06025;Data Scientist;43954;USD;43954;SE;FL;China;Kiçik;Romania;100;Java, Linux, Mathematics, Data Visualization;PhD;6;Energy;29.03.2024;3.06.2024;1318;75;Machine Intelligence Group;1;43954;0
AI06028;Principal Data Scientist;121764;USD;121764;SE;FT;Finland;Kiçik;South Africa;100;GCP, Hadoop, Python, TensorFlow, Kubernetes;Magistr;8;Media;17.12.2024;5.01.2025;2150;56;AI Innovations;1;121764;0
AI06125;Principal Data Scientist;128233;USD;128233;SE;PT;United States;Kiçik;New Zealand;100;AWS, MLOps, Mathematics;Bakalavr;9;Automotive;17.12.2024;26.01.2025;505;91;DataVision Ltd;1;128233;0
AI06163;ML Ops Engineer;141683;USD;141683;SE;FL;Denmark;Kiçik;Denmark;100;MLOps, NLP, Python, SQL, R;Əsas ali təhsil;7;Finance;21.02.2024;15.04.2024;961;85;AI Innovations;1;141683;0
AI06179;NLP Engineer;37274;USD;37274;SE;CT;India;Kiçik;India;100;GCP, R, Git, NLP;PhD;7;Technology;29.01.2024;6.03.2024;1576;8;TechCorp Inc;1;37274;0
AI06299;Data Scientist;152000;USD;152000;SE;PT;United States;Kiçik;United States;100;Azure, Mathematics, Python, TensorFlow;PhD;8;Retail;10.01.2025;20.02.2025;839;76;AI Innovations;1;152000;0
AI06355;AI Architect;137323;USD;137323;SE;CT;United States;Kiçik;United States;100;Tableau, Deep Learning, Git;Bakalavr;5;Media;16.01.2025;10.03.2025;2296;55;DataVision Ltd;1;137323;0
AI06356;AI Specialist;173170;USD;173170;SE;FL;Norway;Kiçik;Germany;100;Git, Linux, Python, Tableau;Magistr;6;Consulting;12.02.2024;20.04.2024;501;88;DataVision Ltd;1;173170;0
AI06423;Autonomous Systems Engineer;52126;USD;52126;SE;CT;China;Kiçik;Brazil;100;Hadoop, Git, Java;Magistr;9;Government;18.09.2024;2.11.2024;1709;8;Predictive Systems;1;52126;0
AI06498;AI Product Manager;41759;USD;41759;SE;FL;India;Kiçik;India;100;Mathematics, Scala, MLOps, Statistics, Linux;Magistr;6;Gaming;26.01.2024;5.03.2024;1858;76;Cloud AI Solutions;1;41759;0
AI06514;AI Consultant;94896;USD;94896;SE;CT;South Korea;Kiçik;South Korea;100;Python, MLOps, Azure, Tableau;Əsas ali təhsil;7;Finance;5.02.2024;6.03.2024;1668;59;Cognitive Computing;1;94896;0
AI06574;Machine Learning Researcher;124056;USD;124056;SE;FL;Denmark;Kiçik;Denmark;100;Python, Kubernetes, TensorFlow, Scala, Git;Magistr;5;Technology;22.09.2024;6.10.2024;1381;98;Cognitive Computing;1;124056;0
AI06659;AI Architect;116832;USD;116832;SE;FL;Finland;Kiçik;Finland;100;Statistics, GCP, Azure, Hadoop, Mathematics;Magistr;9;Healthcare;21.11.2024;27.12.2024;885;87;Machine Intelligence Group;1;116832;0
AI06694;Data Analyst;34860;USD;34860;SE;FT;India;Kiçik;Italy;100;NLP, PyTorch, Kubernetes;Əsas ali təhsil;7;Government;11.03.2025;2.05.2025;2487;73;Machine Intelligence Group;1;34860;0
AI06701;Machine Learning Engineer;60381;USD;60381;SE;CT;China;Kiçik;China;100;SQL, Docker, Statistics, Tableau;Magistr;5;Technology;10.06.2024;10.07.2024;2340;9;DataVision Ltd;1;60381;0
AI06707;AI Architect;165207;USD;165207;SE;FL;Denmark;Kiçik;Germany;100;Java, Kubernetes, Tableau, Scala, Computer Vision;Magistr;5;Automotive;10.03.2025;7.04.2025;946;68;TechCorp Inc;1;165207;0
AI06712;Machine Learning Researcher;90333;USD;90333;SE;FT;Israel;Kiçik;Nigeria;100;SQL, Spark, Deep Learning, Computer Vision;Magistr;9;Real Estate;7.10.2024;5.11.2024;2265;81;Digital Transformation LLC;1;90333;0
AI06815;Data Engineer;39561;USD;39561;SE;PT;India;Kiçik;India;100;TensorFlow, Git, Data Visualization;PhD;9;Automotive;4.08.2024;18.09.2024;1448;74;Predictive Systems;1;39561;0
AI06857;Research Scientist;148673;USD;148673;SE;FL;Norway;Kiçik;Hungary;100;Data Visualization, Spark, Python;Bakalavr;6;Automotive;3.07.2024;19.07.2024;1209;76;Cognitive Computing;1;148673;0
AI06979;AI Product Manager;81146;USD;81146;SE;FT;South Korea;Kiçik;South Korea;100;Tableau, Git, Docker, PyTorch, Data Visualization;Əsas ali təhsil;5;Manufacturing;31.05.2024;29.06.2024;540;86;Quantum Computing Inc;1;81146;0
AI07018;Data Engineer;114200;USD;114200;SE;CT;Israel;Kiçik;Singapore;100;Hadoop, Computer Vision, Java, R, Statistics;Əsas ali təhsil;6;Retail;17.05.2024;11.06.2024;2297;69;Cloud AI Solutions;1;114200;0
AI07104;AI Architect;119619;USD;119619;SE;FL;Norway;Kiçik;New Zealand;100;Docker, Kubernetes, Tableau, Mathematics;PhD;9;Automotive;30.01.2024;17.03.2024;1182;54;Smart Analytics;1;119619;0
AI07109;Deep Learning Engineer;122916;USD;122916;SE;FT;Israel;Kiçik;South Korea;100;Data Visualization, GCP, Linux, PyTorch, Git;Bakalavr;5;Manufacturing;16.02.2025;20.04.2025;1429;61;Digital Transformation LLC;1;122916;0
AI07139;Data Analyst;119717;USD;119717;SE;PT;Sweden;Kiçik;Sweden;100;GCP, TensorFlow, Python, Kubernetes;PhD;5;Healthcare;4.03.2024;11.04.2024;1807;78;Digital Transformation LLC;1;119717;0
AI07247;Data Engineer;116592;USD;116592;SE;FT;Finland;Kiçik;China;100;Git, Spark, NLP, Kubernetes;PhD;9;Healthcare;10.03.2025;17.04.2025;2130;86;Cloud AI Solutions;1;116592;0
AI07303;Robotics Engineer;167422;USD;167422;SE;FL;Denmark;Kiçik;Denmark;100;Python, Mathematics, Tableau, Deep Learning, SQL;Magistr;7;Gaming;11.11.2024;18.12.2024;1682;55;Cloud AI Solutions;1;167422;0
AI07496;AI Product Manager;104604;USD;104604;SE;PT;Finland;Kiçik;Mexico;100;NLP, Docker, Data Visualization, Python;Magistr;8;Retail;17.03.2024;24.05.2024;1519;71;Neural Networks Co;1;104604;0
AI07512;Data Engineer;94298;USD;94298;SE;FL;South Korea;Kiçik;South Korea;100;Scala, Computer Vision, Docker, Java;Əsas ali təhsil;6;Energy;6.11.2024;28.12.2024;1362;69;Predictive Systems;1;94298;0
AI07621;Head of AI;124617;USD;124617;SE;FL;Denmark;Kiçik;Denmark;100;Azure, NLP, Spark, Hadoop;Əsas ali təhsil;9;Gaming;19.03.2025;3.04.2025;1175;72;Machine Intelligence Group;1;124617;0
AI07662;Data Scientist;127372;USD;127372;SE;PT;Denmark;Kiçik;Hungary;100;GCP, AWS, Python, Linux;PhD;6;Telecommunications;2.04.2025;10.06.2025;1330;56;DataVision Ltd;1;127372;0
AI07664;AI Consultant;132294;USD;132294;SE;FT;Denmark;Kiçik;Denmark;100;Data Visualization, Python, GCP;Magistr;7;Manufacturing;22.01.2024;9.03.2024;1383;78;AI Innovations;1;132294;0
AI07770;Computer Vision Engineer;120221;USD;120221;SE;FL;Norway;Kiçik;New Zealand;100;Scala, PyTorch, Hadoop, Git, GCP;PhD;8;Government;3.10.2024;12.12.2024;651;7;Cognitive Computing;1;120221;0
AI07825;AI Research Scientist;86607;USD;86607;SE;PT;Finland;Kiçik;Finland;100;GCP, AWS, MLOps;PhD;7;Consulting;24.04.2024;12.05.2024;2162;88;Digital Transformation LLC;1;86607;0
AI07931;Data Engineer;43570;USD;43570;SE;PT;India;Kiçik;India;100;MLOps, Hadoop, Spark, NLP, Mathematics;Əsas ali təhsil;9;Energy;5.08.2024;23.09.2024;1359;88;AI Innovations;1;43570;0
AI08072;NLP Engineer;175601;USD;175601;SE;CT;Denmark;Kiçik;Denmark;100;Python, Scala, AWS, Spark;Magistr;5;Technology;27.05.2024;16.06.2024;1276;85;Quantum Computing Inc;1;175601;0
AI08201;Data Scientist;101837;USD;101837;SE;CT;Sweden;Kiçik;Sweden;100;Azure, Scala, PyTorch;Bakalavr;6;Government;3.10.2024;20.10.2024;600;66;Quantum Computing Inc;1;101837;0
AI08319;Machine Learning Engineer;37162;USD;37162;SE;FT;India;Kiçik;China;100;Scala, Mathematics, Deep Learning;Magistr;5;Retail;14.12.2024;4.02.2025;1613;75;Algorithmic Solutions;1;37162;0
AI08571;Data Analyst;40276;USD;40276;SE;FT;India;Kiçik;India;100;Computer Vision, Linux, GCP, Statistics;Əsas ali təhsil;9;Consulting;9.11.2024;19.01.2025;1140;75;Digital Transformation LLC;1;40276;0
AI08690;AI Research Scientist;149207;USD;149207;SE;CT;United States;Kiçik;United States;100;Statistics, Azure, Computer Vision;Bakalavr;6;Consulting;12.01.2024;4.03.2024;656;51;AI Innovations;1;149207;0
AI08796;Data Engineer;112014;USD;112014;SE;PT;Ireland;Kiçik;Ireland;100;TensorFlow, Scala, Python, Docker, R;Əsas ali təhsil;6;Finance;19.01.2025;9.03.2025;1596;95;Machine Intelligence Group;1;112014;0
AI09005;Data Analyst;162474;USD;162474;SE;FT;Denmark;Kiçik;Colombia;100;Computer Vision, R, Scala;Magistr;5;Transportation;30.04.2024;30.06.2024;1769;63;Predictive Systems;1;162474;0
AI09026;AI Research Scientist;110339;USD;110339;SE;FL;United States;Kiçik;United States;100;Kubernetes, PyTorch, TensorFlow, Python;Əsas ali təhsil;9;Retail;29.08.2024;12.10.2024;1207;62;Quantum Computing Inc;1;110339;0
AI09044;Head of AI;107754;USD;107754;SE;PT;South Korea;Kiçik;South Korea;100;Python, Scala, Linux;Magistr;9;Energy;20.08.2024;20.09.2024;1052;84;Cognitive Computing;1;107754;0
AI09162;AI Architect;39306;USD;39306;SE;CT;India;Kiçik;India;100;Linux, MLOps, Tableau, AWS, Git;PhD;7;Automotive;23.04.2025;24.05.2025;703;66;Smart Analytics;1;39306;0
AI09227;AI Architect;122154;USD;122154;SE;FT;United States;Kiçik;Colombia;100;Python, Spark, Mathematics;Magistr;8;Technology;25.07.2024;20.09.2024;2343;67;DeepTech Ventures;1;122154;0
AI09238;NLP Engineer;122245;USD;122245;SE;PT;Denmark;Kiçik;Denmark;100;Git, Data Visualization, AWS;Magistr;5;Gaming;30.10.2024;15.11.2024;1775;95;Machine Intelligence Group;1;122245;0
AI09277;Head of AI;122788;USD;122788;SE;CT;Ireland;Kiçik;China;100;Python, Scala, GCP, TensorFlow;PhD;7;Retail;19.04.2024;19.06.2024;2250;92;Algorithmic Solutions;1;122788;0
AI09363;Head of AI;86630;USD;86630;SE;CT;Israel;Kiçik;Czech Republic;100;Statistics, R, Kubernetes, Computer Vision, SQL;Bakalavr;8;Education;16.09.2024;19.11.2024;2024;53;AI Innovations;1;86630;0
AI09570;Data Analyst;108968;USD;108968;SE;CT;South Korea;Kiçik;South Korea;100;PyTorch, Spark, Git, Kubernetes;Əsas ali təhsil;8;Technology;2.04.2025;22.04.2025;1818;61;Machine Intelligence Group;1;108968;0
AI09592;AI Consultant;135711;USD;135711;SE;FL;Sweden;Kiçik;Sweden;100;Docker, Tableau, GCP, PyTorch, Statistics;Magistr;8;Government;23.11.2024;7.12.2024;2244;79;Advanced Robotics;1;135711;0
AI09711;ML Ops Engineer;88351;USD;88351;SE;CT;Finland;Kiçik;Ghana;100;SQL, Statistics, GCP, Hadoop, Deep Learning;Əsas ali təhsil;6;Manufacturing;10.07.2024;30.07.2024;2256;55;Quantum Computing Inc;1;88351;0
AI09737;AI Consultant;44106;USD;44106;SE;PT;China;Kiçik;Nigeria;100;Computer Vision, PyTorch, Git;Bakalavr;9;Government;6.10.2024;31.10.2024;2386;74;Neural Networks Co;1;44106;0
AI09769;Deep Learning Engineer;95396;USD;95396;SE;CT;Sweden;Kiçik;Sweden;100;TensorFlow, SQL, Docker, Statistics;Bakalavr;5;Telecommunications;6.05.2024;9.06.2024;1419;59;DeepTech Ventures;1;95396;0
AI09783;Machine Learning Engineer;97802;USD;97802;SE;FL;Finland;Kiçik;Finland;100;PyTorch, SQL, GCP, Docker;Magistr;7;Technology;5.01.2025;1.03.2025;1277;81;Future Systems;1;97802;0
AI09930;NLP Engineer;122917;USD;122917;SE;PT;Sweden;Kiçik;Sweden;100;Python, R, GCP, MLOps, Deep Learning;Magistr;6;Manufacturing;18.01.2025;15.03.2025;763;86;Advanced Robotics;1;122917;0
AI09933;AI Specialist;52597;USD;52597;SE;PT;China;Kiçik;China;100;AWS, R, Deep Learning, Computer Vision;Magistr;8;Telecommunications;18.12.2024;25.02.2025;1975;77;Algorithmic Solutions;1;52597;0
AI09995;AI Product Manager;88847;USD;88847;SE;CT;South Korea;Kiçik;South Korea;100;Hadoop, Scala, Tableau;Əsas ali təhsil;5;Media;9.07.2024;19.09.2024;1406;51;Smart Analytics;1;88847;0
AI10001;AI Specialist;167578;USD;167578;SE;FT;Denmark;Kiçik;Denmark;100;Linux, Python, Hadoop;PhD;6;Healthcare;7.08.2024;16.09.2024;996;96;Autonomous Tech;1;167578;0
AI10102;Data Engineer;161210;USD;161210;SE;PT;Denmark;Kiçik;Denmark;100;SQL, GCP, Statistics, Docker;Əsas ali təhsil;6;Manufacturing;9.02.2024;15.03.2024;1008;59;Future Systems;1;161210;0
AI10114;Data Engineer;107269;USD;107269;SE;FT;Israel;Kiçik;Australia;100;PyTorch, Spark, SQL, Linux;Əsas ali təhsil;9;Energy;2.10.2024;22.11.2024;1007;6;Future Systems;1;107269;0
AI10136;Autonomous Systems Engineer;120139;USD;120139;SE;FL;Sweden;Kiçik;Netherlands;100;Mathematics, Python, Linux, SQL;Magistr;6;Healthcare;5.03.2024;22.03.2024;1834;82;Smart Analytics;1;120139;0
AI10158;NLP Engineer;104635;USD;104635;SE;PT;Finland;Kiçik;Finland;100;Deep Learning, Scala, Tableau;Magistr;6;Real Estate;17.10.2024;18.12.2024;623;69;Digital Transformation LLC;1;104635;0
AI10186;AI Specialist;104109;USD;104109;SE;FT;South Korea;Kiçik;Brazil;100;Deep Learning, AWS, Kubernetes, SQL, PyTorch;Əsas ali təhsil;7;Real Estate;29.04.2024;8.07.2024;1705;68;Cloud AI Solutions;1;104109;0
AI10277;AI Software Engineer;122637;USD;122637;SE;PT;Norway;Kiçik;Norway;100;NLP, Scala, R, Azure;PhD;8;Automotive;15.04.2024;14.05.2024;1246;9;Algorithmic Solutions;1;122637;0
AI10301;AI Software Engineer;113212;USD;113212;SE;FT;South Korea;Kiçik;South Korea;100;GCP, Spark, NLP, TensorFlow, MLOps;PhD;7;Consulting;4.01.2024;11.02.2024;1158;89;Advanced Robotics;1;113212;0
AI10377;Head of AI;113460;USD;113460;SE;CT;Finland;Kiçik;Kenya;100;Hadoop, Linux, PyTorch;Bakalavr;7;Gaming;3.06.2024;3.08.2024;1972;53;DataVision Ltd;1;113460;0
AI10401;Principal Data Scientist;83033;USD;83033;SE;FL;South Korea;Kiçik;South Korea;100;NLP, Python, TensorFlow, Hadoop, Spark;Bakalavr;8;Education;28.10.2024;3.12.2024;2458;65;Future Systems;1;83033;0
AI10488;Deep Learning Engineer;121563;USD;121563;SE;CT;Finland;Kiçik;Norway;100;Python, GCP, Git, TensorFlow, Statistics;Əsas ali təhsil;9;Government;11.11.2024;16.12.2024;1300;56;Future Systems;1;121563;0
AI10516;Data Analyst;47355;USD;47355;SE;FL;India;Kiçik;Israel;100;Tableau, Spark, AWS, Scala, SQL;Bakalavr;6;Gaming;9.11.2024;24.11.2024;1396;64;Autonomous Tech;1;47355;0
AI10611;Research Scientist;80473;USD;80473;SE;FL;South Korea;Kiçik;South Korea;100;NLP, AWS, Java, Computer Vision, Python;Bakalavr;6;Consulting;15.04.2024;4.05.2024;2365;72;DataVision Ltd;1;80473;0
AI10666;Head of AI;116235;USD;116235;SE;CT;Ireland;Kiçik;Brazil;100;R, Java, Tableau, MLOps;Magistr;8;Healthcare;27.10.2024;16.11.2024;973;86;Advanced Robotics;1;116235;0
AI10684;Head of AI;38645;USD;38645;SE;FL;India;Kiçik;India;100;TensorFlow, Docker, SQL, MLOps;PhD;7;Transportation;25.01.2025;26.03.2025;2358;65;DataVision Ltd;1;38645;0
AI10863;NLP Engineer;163767;USD;163767;SE;FT;Denmark;Kiçik;Denmark;100;SQL, Hadoop, AWS;Bakalavr;9;Healthcare;13.06.2024;29.07.2024;1267;65;TechCorp Inc;1;163767;0
AI10870;AI Specialist;172753;USD;172753;SE;CT;Norway;Kiçik;Norway;100;Python, R, GCP, Scala, TensorFlow;Bakalavr;6;Gaming;4.06.2024;30.06.2024;892;71;Autonomous Tech;1;172753;0
AI10931;Head of AI;104858;USD;104858;SE;PT;Israel;Kiçik;Israel;100;Python, TensorFlow, AWS, PyTorch;PhD;8;Transportation;30.07.2024;27.09.2024;1048;73;Future Systems;1;104858;0
AI10934;AI Product Manager;104724;USD;104724;SE;CT;Ireland;Kiçik;Ireland;100;Linux, Data Visualization, Tableau, MLOps, Kubernetes;PhD;9;Gaming;2.06.2024;24.06.2024;1259;83;Cloud AI Solutions;1;104724;0
AI11092;AI Consultant;64211;USD;64211;SE;FT;China;Kiçik;China;100;R, Kubernetes, Tableau, Computer Vision, Azure;Magistr;7;Transportation;19.01.2024;19.03.2024;629;7;Future Systems;1;64211;0
AI11103;Data Scientist;100179;USD;100179;SE;FT;Sweden;Kiçik;Finland;100;Computer Vision, Mathematics, Linux, AWS;PhD;7;Transportation;15.12.2024;25.01.2025;722;99;Cognitive Computing;1;100179;0
AI11118;Autonomous Systems Engineer;54039;USD;54039;SE;FL;China;Kiçik;China;100;Spark, TensorFlow, Data Visualization;Əsas ali təhsil;8;Healthcare;5.02.2025;18.04.2025;1353;56;Cognitive Computing;1;54039;0
AI11133;Machine Learning Engineer;121942;USD;121942;SE;PT;Israel;Kiçik;Israel;100;Kubernetes, GCP, SQL, Git;Əsas ali təhsil;5;Healthcare;8.06.2024;29.07.2024;859;89;DataVision Ltd;1;121942;0
AI11324;Research Scientist;119116;USD;119116;SE;PT;Sweden;Kiçik;Sweden;100;Docker, Linux, Mathematics, Deep Learning;PhD;9;Consulting;26.03.2024;21.04.2024;1723;62;Predictive Systems;1;119116;0
AI11365;AI Specialist;97986;USD;97986;SE;FL;Ireland;Kiçik;Russia;100;Python, GCP, TensorFlow, Java;PhD;5;Healthcare;26.02.2025;27.03.2025;686;8;AI Innovations;1;97986;0
AI11487;Data Engineer;106706;USD;106706;SE;FL;Israel;Kiçik;Israel;100;Docker, Git, NLP, MLOps;Bakalavr;6;Gaming;24.03.2025;22.05.2025;1323;76;Advanced Robotics;1;106706;0
AI11697;Principal Data Scientist;150527;USD;150527;SE;PT;Norway;Kiçik;Norway;100;Tableau, Python, TensorFlow, Spark, Scala;PhD;6;Energy;10.04.2025;9.05.2025;1649;63;TechCorp Inc;1;150527;0
AI11747;AI Research Scientist;98287;USD;98287;SE;FT;South Korea;Kiçik;South Korea;100;R, Hadoop, Java, GCP, NLP;Bakalavr;8;Retail;5.12.2024;27.12.2024;2317;72;DataVision Ltd;1;98287;0
AI11922;AI Architect;169211;USD;169211;SE;PT;Denmark;Kiçik;Argentina;100;Java, Python, MLOps, TensorFlow, Kubernetes;Bakalavr;8;Transportation;7.03.2025;21.04.2025;1516;95;Machine Intelligence Group;1;169211;0
AI12094;AI Software Engineer;136851;USD;136851;SE;FT;United States;Kiçik;United States;100;R, GCP, Scala;Bakalavr;5;Finance;29.07.2024;6.09.2024;1209;53;Machine Intelligence Group;1;136851;0
AI12266;AI Product Manager;94657;USD;94657;SE;FT;South Korea;Kiçik;South Korea;100;SQL, TensorFlow, Deep Learning, Hadoop;PhD;8;Government;9.04.2025;28.05.2025;1489;88;TechCorp Inc;1;94657;0
AI12284;Data Analyst;99702;USD;99702;SE;CT;Sweden;Kiçik;Sweden;100;Python, TensorFlow, Data Visualization;Bakalavr;7;Transportation;1.04.2025;15.05.2025;874;95;TechCorp Inc;1;99702;0
AI12381;Data Engineer;107231;USD;107231;SE;CT;Sweden;Kiçik;Sweden;100;Git, Kubernetes, PyTorch;Bakalavr;9;Telecommunications;15.06.2024;14.08.2024;643;92;Quantum Computing Inc;1;107231;0
AI12415;AI Specialist;75828;USD;75828;SE;FT;South Korea;Kiçik;Indonesia;100;Scala, GCP, Spark, Java, Mathematics;PhD;6;Education;12.03.2024;26.04.2024;909;85;DeepTech Ventures;1;75828;0
AI12419;Machine Learning Engineer;135425;USD;135425;SE;FL;Norway;Kiçik;Norway;100;PyTorch, Linux, Java, R, Git;Əsas ali təhsil;6;Energy;24.07.2024;4.10.2024;1969;59;Neural Networks Co;1;135425;0
AI12487;Head of AI;109051;USD;109051;SE;PT;South Korea;Kiçik;South Korea;100;Scala, AWS, Python;Magistr;7;Technology;9.11.2024;11.12.2024;1828;77;DataVision Ltd;1;109051;0
AI12626;Deep Learning Engineer;160330;USD;160330;SE;FL;Norway;Kiçik;Norway;100;R, Statistics, Scala, AWS, Computer Vision;Bakalavr;7;Government;5.04.2024;14.05.2024;1371;56;TechCorp Inc;1;160330;0
AI12631;AI Product Manager;102054;USD;102054;SE;FT;Sweden;Kiçik;Sweden;100;Docker, Linux, MLOps, SQL, Deep Learning;Bakalavr;7;Media;22.03.2025;19.04.2025;1223;92;Future Systems;1;102054;0
AI12700;Machine Learning Researcher;112441;USD;112441;SE;FT;Sweden;Kiçik;Sweden;100;Scala, Azure, NLP, Deep Learning;Magistr;5;Finance;16.01.2025;24.02.2025;1319;98;Cloud AI Solutions;1;112441;0
AI12734;Principal Data Scientist;110481;USD;110481;SE;PT;Sweden;Kiçik;Sweden;100;Kubernetes, Hadoop, Data Visualization, Scala, Java;Bakalavr;6;Technology;30.01.2024;10.03.2024;1762;94;Digital Transformation LLC;1;110481;0
AI12788;NLP Engineer;134256;USD;134256;SE;FL;Sweden;Kiçik;Sweden;100;Kubernetes, TensorFlow, GCP;PhD;5;Media;24.04.2025;26.06.2025;1279;77;AI Innovations;1;134256;0
AI12807;Data Scientist;95590;USD;95590;SE;PT;Israel;Kiçik;Israel;100;MLOps, AWS, GCP, NLP, Azure;Bakalavr;5;Telecommunications;3.07.2024;5.08.2024;1154;6;Machine Intelligence Group;1;95590;0
AI12849;Data Engineer;93350;USD;93350;SE;FL;Sweden;Kiçik;Sweden;100;Linux, Data Visualization, Python;Əsas ali təhsil;8;Government;28.01.2025;2.04.2025;533;67;AI Innovations;1;93350;0
AI12930;Principal Data Scientist;134609;USD;134609;SE;FT;Ireland;Kiçik;Ireland;100;R, TensorFlow, Hadoop;Əsas ali təhsil;9;Transportation;10.02.2025;15.03.2025;2238;76;Future Systems;1;134609;0
AI13000;AI Specialist;80522;USD;80522;SE;CT;South Korea;Kiçik;Ghana;100;PyTorch, Docker, Azure, TensorFlow;Əsas ali təhsil;6;Gaming;11.03.2025;28.03.2025;978;89;Quantum Computing Inc;1;80522;0
AI13232;AI Architect;135856;USD;135856;SE;FL;Sweden;Kiçik;Sweden;100;Azure, R, PyTorch, AWS;Əsas ali təhsil;9;Government;18.09.2024;2.10.2024;2285;76;DeepTech Ventures;1;135856;0
AI13251;NLP Engineer;90091;USD;90091;SE;CT;Israel;Kiçik;Japan;100;TensorFlow, MLOps, AWS, Java;Bakalavr;8;Finance;28.06.2024;24.07.2024;1937;59;Digital Transformation LLC;1;90091;0
AI13343;Autonomous Systems Engineer;125001;USD;125001;SE;CT;Israel;Kiçik;Israel;100;AWS, Spark, Data Visualization, Git;Əsas ali təhsil;8;Energy;1.08.2024;7.09.2024;1524;66;TechCorp Inc;1;125001;0
AI13446;Data Analyst;106748;USD;106748;SE;PT;Israel;Kiçik;Netherlands;100;Scala, Python, Computer Vision, Tableau;Bakalavr;5;Education;23.04.2024;5.06.2024;1187;74;TechCorp Inc;1;106748;0
AI13497;NLP Engineer;47000;USD;47000;SE;FL;India;Kiçik;India;100;Python, NLP, TensorFlow, GCP;Magistr;7;Transportation;26.03.2025;12.04.2025;1770;81;AI Innovations;1;47000;0
AI13515;AI Architect;166158;USD;166158;SE;PT;Norway;Kiçik;Norway;100;Java, MLOps, NLP, Git, Mathematics;PhD;5;Transportation;5.11.2024;28.12.2024;604;98;AI Innovations;1;166158;0
AI13525;Machine Learning Engineer;102919;USD;102919;SE;CT;South Korea;Kiçik;South Korea;100;GCP, Python, Java, Docker;PhD;5;Government;9.06.2024;1.08.2024;897;94;Cognitive Computing;1;102919;0
AI13612;Data Analyst;123631;USD;123631;SE;PT;Sweden;Kiçik;Sweden;100;TensorFlow, Mathematics, GCP;Bakalavr;9;Healthcare;25.02.2024;28.04.2024;1819;77;DataVision Ltd;1;123631;0
AI13637;AI Software Engineer;91715;USD;91715;SE;PT;South Korea;Kiçik;Netherlands;100;Tableau, Deep Learning, R, Python, TensorFlow;PhD;7;Education;23.01.2025;6.02.2025;1869;86;Neural Networks Co;1;91715;0
AI13736;Computer Vision Engineer;91041;USD;91041;SE;FL;South Korea;Kiçik;Ukraine;100;Computer Vision, Kubernetes, Git, Scala, Azure;Bakalavr;8;Consulting;6.10.2024;24.11.2024;913;63;Quantum Computing Inc;1;91041;0
AI13833;Principal Data Scientist;54240;USD;54240;SE;CT;China;Kiçik;Canada;100;Spark, Python, PyTorch, SQL;Bakalavr;5;Telecommunications;16.08.2024;22.10.2024;1611;78;Machine Intelligence Group;1;54240;0
AI13863;Research Scientist;38444;USD;38444;SE;CT;India;Kiçik;India;100;PyTorch, Linux, TensorFlow, Data Visualization;Əsas ali təhsil;9;Transportation;14.06.2024;23.07.2024;1791;96;Machine Intelligence Group;1;38444;0
AI13866;Principal Data Scientist;112460;USD;112460;SE;PT;Ireland;Kiçik;Ireland;100;Azure, Python, GCP, Scala, Mathematics;Əsas ali təhsil;8;Technology;17.08.2024;22.09.2024;2399;98;Autonomous Tech;1;112460;0
AI13940;Data Engineer;36309;USD;36309;SE;CT;India;Kiçik;Norway;100;Linux, Git, Kubernetes, PyTorch, SQL;Magistr;9;Consulting;21.05.2024;6.07.2024;747;66;DeepTech Ventures;1;36309;0
AI14036;Data Scientist;38446;USD;38446;SE;PT;India;Kiçik;India;100;Docker, Python, TensorFlow, GCP;Əsas ali təhsil;9;Government;8.10.2024;18.11.2024;1097;53;TechCorp Inc;1;38446;0
AI14075;Deep Learning Engineer;102173;USD;102173;SE;PT;Ireland;Kiçik;Ireland;100;Azure, Linux, Git, Java, TensorFlow;Əsas ali təhsil;7;Automotive;29.07.2024;13.09.2024;795;87;Quantum Computing Inc;1;102173;0
AI14183;NLP Engineer;108322;USD;108322;SE;FT;Israel;Kiçik;Israel;100;Python, TensorFlow, MLOps;Əsas ali təhsil;5;Government;23.02.2024;6.04.2024;1554;89;Predictive Systems;1;108322;0
AI14392;AI Software Engineer;156018;USD;156018;SE;PT;United States;Kiçik;United States;100;Spark, TensorFlow, Computer Vision;Magistr;7;Education;1.01.2024;28.02.2024;1438;86;Future Systems;1;156018;0
